"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Hackney","12:00:00","2018-04-18",585,68,262
"Haringey","12:00:00","2018-04-18",97,0,31
"Havering","12:00:00","2018-04-18",500,8,91
"Hillingdon","12:00:00","2018-04-18",246,0,48
"Hounslow","12:00:00","2018-04-18",789,92,194
"Kensington and Chelsea","12:00:00","2018-04-18",645,5,337
"Richmond upon Thames","12:00:00","2018-04-18",363,42,63
"Hackney","13:00:00","2018-04-18",642,57,259
"Haringey","13:00:00","2018-04-18",99,0,25
"Havering","13:00:00","2018-04-18",653,9,114
"Hillingdon","13:00:00","2018-04-18",224,0,48
"Hounslow","13:00:00","2018-04-18",884,96,161
"Kensington and Chelsea","13:00:00","2018-04-18",670,2,259
"Richmond upon Thames","13:00:00","2018-04-18",319,46,51
"Hackney","14:00:00","2018-04-18",673,73,271
"Haringey","14:00:00","2018-04-18",106,0,24
"Havering","14:00:00","2018-04-18",783,13,120
"Hillingdon","14:00:00","2018-04-18",277,0,39
"Hounslow","14:00:00","2018-04-18",884,95,163
"Kensington and Chelsea","14:00:00","2018-04-18",661,2,212
"Richmond upon Thames","14:00:00","2018-04-18",323,47,63
"Hackney","15:00:00","2018-04-18",750,64,264
"Haringey","15:00:00","2018-04-18",115,0,33
"Havering","15:00:00","2018-04-18",685,11,119
"Hillingdon","15:00:00","2018-04-18",295,0,55
"Hounslow","15:00:00","2018-04-18",1046,104,152
"Kensington and Chelsea","15:00:00","2018-04-18",557,7,199
"Richmond upon Thames","15:00:00","2018-04-18",455,43,65
"Hackney","16:00:00","2018-04-18",774,70,239
"Haringey","16:00:00","2018-04-18",125,0,21
"Havering","16:00:00","2018-04-18",712,13,116
"Hillingdon","16:00:00","2018-04-18",370,3,66
"Hounslow","16:00:00","2018-04-18",1102,109,151
"Kensington and Chelsea","16:00:00","2018-04-18",711,5,192
"Richmond upon Thames","16:00:00","2018-04-18",478,44,55
"Hackney","17:00:00","2018-04-18",917,63,188
"Haringey","17:00:00","2018-04-18",149,0,25
"Havering","17:00:00","2018-04-18",769,9,119
"Hillingdon","17:00:00","2018-04-18",537,3,71
"Hounslow","17:00:00","2018-04-18",1192,88,126
"Kensington and Chelsea","17:00:00","2018-04-18",818,5,124
"Richmond upon Thames","17:00:00","2018-04-18",570,41,53
"Hackney","18:00:00","2018-04-18",909,53,119
"Haringey","18:00:00","2018-04-18",151,0,19
"Havering","18:00:00","2018-04-18",737,12,75
"Hillingdon","18:00:00","2018-04-18",383,0,36
"Hounslow","18:00:00","2018-04-18",1328,96,113
"Kensington and Chelsea","18:00:00","2018-04-18",839,8,72
"Richmond upon Thames","18:00:00","2018-04-18",481,39,24
"Barnet","07:00:00","2018-04-19",902,21,195
"Bromley","07:00:00","2018-04-19",546,34,168
"Enfield","07:00:00","2018-04-19",140,2,24
"Greenwich","07:00:00","2018-04-19",124,0,8
"Havering","07:00:00","2018-04-19",826,15,220
"Kingston upon Thames","07:00:00","2018-04-19",594,19,81
"Waltham Forest","07:00:00","2018-04-19",12,0,1
"Westminster","07:00:00","2018-04-19",236,48,138
"Barnet","08:00:00","2018-04-19",894,9,69
"Bromley","08:00:00","2018-04-19",656,36,156
"Enfield","08:00:00","2018-04-19",280,2,33
"Greenwich","08:00:00","2018-04-19",159,0,7
"Havering","08:00:00","2018-04-19",955,11,206
"Kingston upon Thames","08:00:00","2018-04-19",781,22,66
"Waltham Forest","08:00:00","2018-04-19",35,1,0
"Westminster","08:00:00","2018-04-19",207,51,129
"Barnet","09:00:00","2018-04-19",792,21,93
"Bromley","09:00:00","2018-04-19",699,40,156
"Enfield","09:00:00","2018-04-19",157,0,17
"Greenwich","09:00:00","2018-04-19",93,1,14
"Havering","09:00:00","2018-04-19",863,13,149
"Kingston upon Thames","09:00:00","2018-04-19",554,15,65
"Waltham Forest","09:00:00","2018-04-19",18,0,2
"Westminster","09:00:00","2018-04-19",203,36,110
"Barnet","10:00:00","2018-04-19",580,16,108
"Bromley","10:00:00","2018-04-19",632,39,183
"Enfield","10:00:00","2018-04-19",101,0,15
"Greenwich","10:00:00","2018-04-19",34,0,5
"Havering","10:00:00","2018-04-19",950,12,186
"Kingston upon Thames","10:00:00","2018-04-19",470,12,83
"Waltham Forest","10:00:00","2018-04-19",16,0,0
"Westminster","10:00:00","2018-04-19",205,57,129
"Barnet","11:00:00","2018-04-19",726,14,105
"Bromley","11:00:00","2018-04-19",590,42,162
"Enfield","11:00:00","2018-04-19",145,0,20
"Greenwich","11:00:00","2018-04-19",56,0,11
"Havering","11:00:00","2018-04-19",584,7,181
"Kingston upon Thames","11:00:00","2018-04-19",483,13,90
"Waltham Forest","11:00:00","2018-04-19",17,0,1
"Westminster","11:00:00","2018-04-19",193,49,123
"Barnet","12:00:00","2018-04-19",620,13,115
"Bromley","12:00:00","2018-04-19",605,36,148
"Enfield","12:00:00","2018-04-19",118,0,23
"Greenwich","12:00:00","2018-04-19",61,0,13
"Havering","12:00:00","2018-04-19",681,8,139
"Kingston upon Thames","12:00:00","2018-04-19",499,10,83
"Waltham Forest","12:00:00","2018-04-19",11,0,2
"Westminster","12:00:00","2018-04-19",227,45,124
"Barnet","13:00:00","2018-04-19",622,15,111
"Bromley","13:00:00","2018-04-19",568,37,158
"Enfield","13:00:00","2018-04-19",120,0,26
"Greenwich","13:00:00","2018-04-19",37,0,10
"Havering","13:00:00","2018-04-19",782,11,163
"Kingston upon Thames","13:00:00","2018-04-19",496,9,75
"Waltham Forest","13:00:00","2018-04-19",16,0,4
"Westminster","13:00:00","2018-04-19",233,49,98
"Barnet","14:00:00","2018-04-19",650,13,123
"Bromley","14:00:00","2018-04-19",615,39,165
"Enfield","14:00:00","2018-04-19",180,0,33
"Greenwich","14:00:00","2018-04-19",51,0,8
"Havering","14:00:00","2018-04-19",1009,12,209
"Kingston upon Thames","14:00:00","2018-04-19",534,15,62
"Waltham Forest","14:00:00","2018-04-19",31,0,2
"Westminster","14:00:00","2018-04-19",302,58,115
"Barnet","15:00:00","2018-04-19",764,11,111
"Bromley","15:00:00","2018-04-19",766,36,182
"Enfield","15:00:00","2018-04-19",283,3,35
"Greenwich","15:00:00","2018-04-19",76,0,10
"Havering","15:00:00","2018-04-19",852,9,283
"Kingston upon Thames","15:00:00","2018-04-19",680,21,47
"Waltham Forest","15:00:00","2018-04-19",31,0,2
"Westminster","15:00:00","2018-04-19",333,40,92
"Barnet","16:00:00","2018-04-19",941,27,112
"Bromley","16:00:00","2018-04-19",804,33,217
"Enfield","16:00:00","2018-04-19",329,6,74
"Greenwich","16:00:00","2018-04-19",87,0,9
"Havering","16:00:00","2018-04-19",893,35,212
"Kingston upon Thames","16:00:00","2018-04-19",684,15,91
"Waltham Forest","16:00:00","2018-04-19",37,1,2
"Westminster","16:00:00","2018-04-19",295,42,88
"Barnet","17:00:00","2018-04-19",1421,10,129
"Bromley","17:00:00","2018-04-19",865,43,184
"Enfield","17:00:00","2018-04-19",282,0,30
"Greenwich","17:00:00","2018-04-19",97,0,10
"Havering","17:00:00","2018-04-19",962,11,252
"Kingston upon Thames","17:00:00","2018-04-19",750,13,60
"Waltham Forest","17:00:00","2018-04-19",30,0,3
"Westminster","17:00:00","2018-04-19",354,47,47
"Barnet","18:00:00","2018-04-19",1420,13,64
"Bromley","18:00:00","2018-04-19",919,37,184
"Enfield","18:00:00","2018-04-19",233,0,25
"Greenwich","18:00:00","2018-04-19",62,0,6
"Havering","18:00:00","2018-04-19",776,7,193
"Kingston upon Thames","18:00:00","2018-04-19",713,17,32
"Waltham Forest","18:00:00","2018-04-19",15,0,1
"Westminster","18:00:00","2018-04-19",347,40,34
"Barnet","07:00:00","2018-04-20",583,3,176
"Croydon","07:00:00","2018-04-20",512,20,94
"Greenwich","07:00:00","2018-04-20",1249,76,355
"Hillingdon","07:00:00","2018-04-20",1781,88,296
"Hounslow","07:00:00","2018-04-20",114,0,33
"Lewisham","07:00:00","2018-04-20",570,36,125
"Newham","07:00:00","2018-04-20",11,0,5
"Redbridge","07:00:00","2018-04-20",79,0,10
"Barnet","08:00:00","2018-04-20",626,0,96
"Croydon","08:00:00","2018-04-20",590,15,70
"Greenwich","08:00:00","2018-04-20",1473,61,460
"Hillingdon","08:00:00","2018-04-20",2248,94,212
"Hounslow","08:00:00","2018-04-20",159,0,39
"Lewisham","08:00:00","2018-04-20",714,45,117
"Newham","08:00:00","2018-04-20",17,0,3
"Redbridge","08:00:00","2018-04-20",166,0,15
"Barnet","09:00:00","2018-04-20",661,1,121
"Croydon","09:00:00","2018-04-20",523,22,68
"Greenwich","09:00:00","2018-04-20",1121,66,437
"Hillingdon","09:00:00","2018-04-20",1972,94,243
"Hounslow","09:00:00","2018-04-20",132,0,35
"Lewisham","09:00:00","2018-04-20",615,34,131
"Newham","09:00:00","2018-04-20",16,0,2
"Redbridge","09:00:00","2018-04-20",50,0,13
"Barnet","10:00:00","2018-04-20",428,1,67
"Croydon","10:00:00","2018-04-20",460,16,56
"Greenwich","10:00:00","2018-04-20",1190,68,481
"Hillingdon","10:00:00","2018-04-20",1616,80,280
"Hounslow","10:00:00","2018-04-20",111,0,35
"Lewisham","10:00:00","2018-04-20",584,34,114
"Newham","10:00:00","2018-04-20",16,0,4
"Redbridge","10:00:00","2018-04-20",31,0,10
"Barnet","11:00:00","2018-04-20",423,3,77
"Croydon","11:00:00","2018-04-20",406,16,75
"Greenwich","11:00:00","2018-04-20",1259,64,473
"Hillingdon","11:00:00","2018-04-20",1665,73,284
"Hounslow","11:00:00","2018-04-20",98,0,33
"Lewisham","11:00:00","2018-04-20",583,23,101
"Newham","11:00:00","2018-04-20",13,0,7
"Redbridge","11:00:00","2018-04-20",31,0,12
"Barnet","12:00:00","2018-04-20",510,1,124
"Croydon","12:00:00","2018-04-20",465,14,79
"Greenwich","12:00:00","2018-04-20",1044,58,418
"Hillingdon","12:00:00","2018-04-20",1738,83,246
"Hounslow","12:00:00","2018-04-20",113,0,39
"Lewisham","12:00:00","2018-04-20",532,34,129
"Newham","12:00:00","2018-04-20",18,0,3
"Redbridge","12:00:00","2018-04-20",50,0,12
"Barnet","13:00:00","2018-04-20",478,0,62
"Croydon","13:00:00","2018-04-20",418,16,65
"Greenwich","13:00:00","2018-04-20",1193,50,485
"Hillingdon","13:00:00","2018-04-20",1780,81,212
"Hounslow","13:00:00","2018-04-20",134,0,22
"Lewisham","13:00:00","2018-04-20",561,29,115
"Newham","13:00:00","2018-04-20",12,1,1
"Redbridge","13:00:00","2018-04-20",48,0,4
"Barnet","14:00:00","2018-04-20",504,2,88
"Croydon","14:00:00","2018-04-20",452,16,57
"Greenwich","14:00:00","2018-04-20",1454,53,461
"Hillingdon","14:00:00","2018-04-20",1751,87,282
"Hounslow","14:00:00","2018-04-20",134,0,22
"Lewisham","14:00:00","2018-04-20",665,32,131
"Newham","14:00:00","2018-04-20",19,1,2
"Redbridge","14:00:00","2018-04-20",69,0,8
"Barnet","15:00:00","2018-04-20",571,2,131
"Croydon","15:00:00","2018-04-20",670,18,69
"Greenwich","15:00:00","2018-04-20",1420,52,244
"Hillingdon","15:00:00","2018-04-20",2320,94,268
"Hounslow","15:00:00","2018-04-20",161,0,25
"Lewisham","15:00:00","2018-04-20",658,33,109
"Newham","15:00:00","2018-04-20",22,1,7
"Redbridge","15:00:00","2018-04-20",103,0,6
"Barnet","16:00:00","2018-04-20",657,7,101
"Croydon","16:00:00","2018-04-20",597,18,82
"Greenwich","16:00:00","2018-04-20",1169,47,284
"Hillingdon","16:00:00","2018-04-20",2632,98,291
"Hounslow","16:00:00","2018-04-20",162,0,28
"Lewisham","16:00:00","2018-04-20",640,30,116
"Newham","16:00:00","2018-04-20",26,0,3
"Redbridge","16:00:00","2018-04-20",61,0,3
"Barnet","17:00:00","2018-04-20",817,4,96
"Croydon","17:00:00","2018-04-20",596,14,69
"Greenwich","17:00:00","2018-04-20",1731,50,194
"Hillingdon","17:00:00","2018-04-20",2654,78,216
"Hounslow","17:00:00","2018-04-20",214,0,17
"Lewisham","17:00:00","2018-04-20",701,32,112
"Newham","17:00:00","2018-04-20",22,0,5
"Redbridge","17:00:00","2018-04-20",83,0,13
"Barnet","18:00:00","2018-04-20",873,1,126
"Croydon","18:00:00","2018-04-20",581,17,37
"Greenwich","18:00:00","2018-04-20",1411,55,183
"Hillingdon","18:00:00","2018-04-20",2007,72,170
"Hounslow","18:00:00","2018-04-20",190,0,18
"Lewisham","18:00:00","2018-04-20",722,27,88
"Newham","18:00:00","2018-04-20",24,0,6
"Redbridge","18:00:00","2018-04-20",36,0,5
"Brent","07:00:00","2018-04-23",441,10,62
"Hounslow","07:00:00","2018-04-23",471,6,83
"Kingston upon Thames","07:00:00","2018-04-23",1430,28,242
"Lambeth","07:00:00","2018-04-23",1087,56,527
"Tower Hamlets","07:00:00","2018-04-23",578,48,236
"Waltham Forest","07:00:00","2018-04-23",158,10,51
"Brent","08:00:00","2018-04-23",731,11,37
"Hounslow","08:00:00","2018-04-23",497,6,72
"Kingston upon Thames","08:00:00","2018-04-23",1682,16,207
"Lambeth","08:00:00","2018-04-23",1518,58,480
"Tower Hamlets","08:00:00","2018-04-23",886,52,237
"Waltham Forest","08:00:00","2018-04-23",237,5,55
"Brent","09:00:00","2018-04-23",484,12,49
"Hounslow","09:00:00","2018-04-23",356,9,92
"Kingston upon Thames","09:00:00","2018-04-23",1388,18,265
"Lambeth","09:00:00","2018-04-23",1048,69,544
"Tower Hamlets","09:00:00","2018-04-23",698,52,307
"Waltham Forest","09:00:00","2018-04-23",256,7,51
"Brent","10:00:00","2018-04-23",364,15,48
"Hounslow","10:00:00","2018-04-23",328,5,70
"Kingston upon Thames","10:00:00","2018-04-23",1052,14,220
"Lambeth","10:00:00","2018-04-23",1264,63,500
"Tower Hamlets","10:00:00","2018-04-23",666,56,320
"Waltham Forest","10:00:00","2018-04-23",200,7,52
"Brent","11:00:00","2018-04-23",383,11,51
"Hounslow","11:00:00","2018-04-23",317,5,71
"Kingston upon Thames","11:00:00","2018-04-23",1056,11,257
"Lambeth","11:00:00","2018-04-23",1253,49,543
"Tower Hamlets","11:00:00","2018-04-23",670,43,291
"Waltham Forest","11:00:00","2018-04-23",255,5,74
"Brent","12:00:00","2018-04-23",406,12,42
"Hounslow","12:00:00","2018-04-23",335,6,83
"Kingston upon Thames","12:00:00","2018-04-23",1027,15,207
"Lambeth","12:00:00","2018-04-23",1098,59,521
"Tower Hamlets","12:00:00","2018-04-23",749,49,289
"Waltham Forest","12:00:00","2018-04-23",216,5,40
"Brent","13:00:00","2018-04-23",388,10,48
"Hounslow","13:00:00","2018-04-23",359,7,65
"Kingston upon Thames","13:00:00","2018-04-23",1054,17,222
"Lambeth","13:00:00","2018-04-23",1230,60,500
"Tower Hamlets","13:00:00","2018-04-23",733,49,265
"Waltham Forest","13:00:00","2018-04-23",219,6,59
"Brent","14:00:00","2018-04-23",436,12,47
"Hounslow","14:00:00","2018-04-23",297,6,70
"Kingston upon Thames","14:00:00","2018-04-23",1221,15,186
"Lambeth","14:00:00","2018-04-23",1199,66,402
"Tower Hamlets","14:00:00","2018-04-23",807,50,197
"Waltham Forest","14:00:00","2018-04-23",252,7,56
"Brent","15:00:00","2018-04-23",528,16,39
"Hounslow","15:00:00","2018-04-23",420,8,89
"Kingston upon Thames","15:00:00","2018-04-23",1477,17,178
"Lambeth","15:00:00","2018-04-23",1101,58,558
"Tower Hamlets","15:00:00","2018-04-23",869,49,252
"Waltham Forest","15:00:00","2018-04-23",311,6,48
"Brent","16:00:00","2018-04-23",502,13,40
"Hounslow","16:00:00","2018-04-23",480,4,85
"Kingston upon Thames","16:00:00","2018-04-23",1571,29,218
"Lambeth","16:00:00","2018-04-23",1389,92,465
"Tower Hamlets","16:00:00","2018-04-23",848,55,221
"Waltham Forest","16:00:00","2018-04-23",394,11,62
"Brent","17:00:00","2018-04-23",568,16,46
"Hounslow","17:00:00","2018-04-23",627,6,94
"Kingston upon Thames","17:00:00","2018-04-23",1657,18,157
"Lambeth","17:00:00","2018-04-23",1437,65,350
"Tower Hamlets","17:00:00","2018-04-23",954,50,219
"Waltham Forest","17:00:00","2018-04-23",329,6,58
"Brent","18:00:00","2018-04-23",485,12,42
"Hounslow","18:00:00","2018-04-23",684,7,58
"Kingston upon Thames","18:00:00","2018-04-23",1780,17,103
"Lambeth","18:00:00","2018-04-23",1743,75,197
"Tower Hamlets","18:00:00","2018-04-23",935,49,147
"Waltham Forest","18:00:00","2018-04-23",347,5,47
"Bexley","07:00:00","2018-04-24",952,34,294
"Croydon","07:00:00","2018-04-24",316,0,32
"Enfield","07:00:00","2018-04-24",898,73,202
"Kensington and Chelsea","07:00:00","2018-04-24",1052,49,354
"Lambeth","07:00:00","2018-04-24",308,0,61
"Bexley","08:00:00","2018-04-24",1075,36,359
"Croydon","08:00:00","2018-04-24",320,0,41
"Enfield","08:00:00","2018-04-24",1041,54,195
"Kensington and Chelsea","08:00:00","2018-04-24",924,48,328
"Lambeth","08:00:00","2018-04-24",399,1,62
"Bexley","09:00:00","2018-04-24",960,35,311
"Croydon","09:00:00","2018-04-24",292,2,27
"Enfield","09:00:00","2018-04-24",912,73,244
"Kensington and Chelsea","09:00:00","2018-04-24",1010,36,342
"Lambeth","09:00:00","2018-04-24",270,1,81
"Bexley","10:00:00","2018-04-24",908,34,217
"Croydon","10:00:00","2018-04-24",197,1,33
"Enfield","10:00:00","2018-04-24",795,66,218
"Kensington and Chelsea","10:00:00","2018-04-24",901,46,377
"Lambeth","10:00:00","2018-04-24",181,1,38
"Bexley","11:00:00","2018-04-24",1020,41,282
"Croydon","11:00:00","2018-04-24",159,0,34
"Enfield","11:00:00","2018-04-24",877,59,190
"Kensington and Chelsea","11:00:00","2018-04-24",922,39,374
"Lambeth","11:00:00","2018-04-24",184,0,52
"Bexley","12:00:00","2018-04-24",1003,33,265
"Croydon","12:00:00","2018-04-24",182,1,22
"Enfield","12:00:00","2018-04-24",1138,59,194
"Kensington and Chelsea","12:00:00","2018-04-24",921,36,359
"Lambeth","12:00:00","2018-04-24",204,0,70
"Bexley","13:00:00","2018-04-24",996,27,221
"Croydon","13:00:00","2018-04-24",159,1,38
"Enfield","13:00:00","2018-04-24",924,56,162
"Kensington and Chelsea","13:00:00","2018-04-24",863,36,362
"Lambeth","13:00:00","2018-04-24",204,0,64
"Bexley","14:00:00","2018-04-24",1003,38,242
"Croydon","14:00:00","2018-04-24",183,0,27
"Enfield","14:00:00","2018-04-24",938,56,173
"Kensington and Chelsea","14:00:00","2018-04-24",851,32,303
"Lambeth","14:00:00","2018-04-24",199,1,50
"Bexley","15:00:00","2018-04-24",1007,27,267
"Croydon","15:00:00","2018-04-24",201,0,22
"Enfield","15:00:00","2018-04-24",1128,62,195
"Kensington and Chelsea","15:00:00","2018-04-24",1083,41,266
"Lambeth","15:00:00","2018-04-24",275,1,45
"Bexley","16:00:00","2018-04-24",960,33,253
"Croydon","16:00:00","2018-04-24",275,3,36
"Enfield","16:00:00","2018-04-24",1045,67,159
"Kensington and Chelsea","16:00:00","2018-04-24",1114,52,324
"Lambeth","16:00:00","2018-04-24",310,0,69
"Bexley","17:00:00","2018-04-24",1214,31,237
"Croydon","17:00:00","2018-04-24",285,0,32
"Enfield","17:00:00","2018-04-24",1233,64,137
"Kensington and Chelsea","17:00:00","2018-04-24",1119,44,248
"Lambeth","17:00:00","2018-04-24",345,0,51
"Bexley","18:00:00","2018-04-24",1126,26,147
"Croydon","18:00:00","2018-04-24",287,0,30
"Enfield","18:00:00","2018-04-24",1191,65,102
"Kensington and Chelsea","18:00:00","2018-04-24",1204,43,190
"Lambeth","18:00:00","2018-04-24",298,0,34
"City of London","07:00:00","2018-04-25",668,126,301
"Ealing","07:00:00","2018-04-25",522,12,110
"Enfield","07:00:00","2018-04-25",662,34,183
"Hammersmith and Fulham","07:00:00","2018-04-25",21,3,2
"Haringey","07:00:00","2018-04-25",682,41,261
"Hounslow","07:00:00","2018-04-25",194,1,29
"Kensington and Chelsea","07:00:00","2018-04-25",994,25,376
"Lambeth","07:00:00","2018-04-25",21,0,0
"Richmond upon Thames","07:00:00","2018-04-25",214,0,42
"City of London","08:00:00","2018-04-25",869,135,344
"Ealing","08:00:00","2018-04-25",483,22,74
"Enfield","08:00:00","2018-04-25",1044,32,185
"Hammersmith and Fulham","08:00:00","2018-04-25",46,2,5
"Haringey","08:00:00","2018-04-25",814,49,244
"Hounslow","08:00:00","2018-04-25",307,0,21
"Kensington and Chelsea","08:00:00","2018-04-25",974,22,309
"Lambeth","08:00:00","2018-04-25",35,1,9
"Richmond upon Thames","08:00:00","2018-04-25",437,6,38
"City of London","09:00:00","2018-04-25",833,114,290
"Ealing","09:00:00","2018-04-25",453,13,83
"Enfield","09:00:00","2018-04-25",862,40,146
"Hammersmith and Fulham","09:00:00","2018-04-25",19,1,13
"Haringey","09:00:00","2018-04-25",696,37,232
"Hounslow","09:00:00","2018-04-25",466,0,34
"Kensington and Chelsea","09:00:00","2018-04-25",979,30,428
"Lambeth","09:00:00","2018-04-25",28,0,9
"Richmond upon Thames","09:00:00","2018-04-25",296,3,43
"City of London","10:00:00","2018-04-25",837,139,360
"Ealing","10:00:00","2018-04-25",328,13,53
"Enfield","10:00:00","2018-04-25",656,35,161
"Hammersmith and Fulham","10:00:00","2018-04-25",23,0,11
"Haringey","10:00:00","2018-04-25",585,47,230
"Hounslow","10:00:00","2018-04-25",328,0,24
"Kensington and Chelsea","10:00:00","2018-04-25",899,36,438
"Lambeth","10:00:00","2018-04-25",27,0,7
"Richmond upon Thames","10:00:00","2018-04-25",201,0,66
"City of London","11:00:00","2018-04-25",858,114,351
"Ealing","11:00:00","2018-04-25",297,20,54
"Enfield","11:00:00","2018-04-25",752,31,155
"Hammersmith and Fulham","11:00:00","2018-04-25",21,0,10
"Haringey","11:00:00","2018-04-25",633,41,228
"Hounslow","11:00:00","2018-04-25",449,0,44
"Kensington and Chelsea","11:00:00","2018-04-25",1040,38,477
"Lambeth","11:00:00","2018-04-25",19,0,8
"Richmond upon Thames","11:00:00","2018-04-25",227,1,60
"City of London","12:00:00","2018-04-25",881,105,245
"Ealing","12:00:00","2018-04-25",327,18,92
"Enfield","12:00:00","2018-04-25",784,28,151
"Hammersmith and Fulham","12:00:00","2018-04-25",18,0,11
"Haringey","12:00:00","2018-04-25",584,36,207
"Hounslow","12:00:00","2018-04-25",403,0,31
"Kensington and Chelsea","12:00:00","2018-04-25",1049,28,468
"Lambeth","12:00:00","2018-04-25",14,0,10
"Richmond upon Thames","12:00:00","2018-04-25",239,0,61
"City of London","13:00:00","2018-04-25",806,96,223
"Ealing","13:00:00","2018-04-25",382,14,102
"Enfield","13:00:00","2018-04-25",787,30,152
"Hammersmith and Fulham","13:00:00","2018-04-25",24,0,7
"Haringey","13:00:00","2018-04-25",578,36,168
"Hounslow","13:00:00","2018-04-25",408,1,35
"Kensington and Chelsea","13:00:00","2018-04-25",1051,25,509
"Lambeth","13:00:00","2018-04-25",21,0,9
"Richmond upon Thames","13:00:00","2018-04-25",198,1,51
"City of London","14:00:00","2018-04-25",856,122,311
"Ealing","14:00:00","2018-04-25",369,13,76
"Enfield","14:00:00","2018-04-25",809,43,142
"Hammersmith and Fulham","14:00:00","2018-04-25",24,0,14
"Haringey","14:00:00","2018-04-25",684,46,216
"Hounslow","14:00:00","2018-04-25",404,0,34
"Kensington and Chelsea","14:00:00","2018-04-25",995,22,418
"Lambeth","14:00:00","2018-04-25",20,0,9
